id,protected,Title,Company,Location,Duration,Stipend_per_month,Apply By,Applicants,Skills Required,Perks,Number of Openings,Incentives,Category
4015,32041360,Graphic Design,VALKYRINE,Work From Home,2,2000,10 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe XD , UI & UX Design , Video Editing , ","Certificate , Flexible work hours , 5 days a week , ",3,0,Graphic Design
4016,2548912,Mobile App Development,Encrobytes Technologies (OPC) Private Limited,Faridabad,3,10000,4 Feb' 22,Be an early applicant,"ASP.NET , Bootstrap , CSS , HTML , JavaScript , jQuery , MEAN/MERN Stack , MS SQL Server , ReactJS , React Native , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , ",5,0,Computer Science
4017,4656,Architectural Design,Omkar Realtors & Developers Limited,Mumbai,6,6000,1 Feb' 22,Be an early applicant,"3ds Max , Adobe Photoshop , AutoCAD , Rhino , ","Certificate , ",2,0,Architecture
4018,6679740,Mobile App Development,Falcon Solution,Faridabad,3,4000,13 Feb' 22,Be an early applicant,"Android , Flutter , iOS , React Native , Swift , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , ",4,0,Computer Science
4019,52991220,Business Development (Sales),Butterfly Labs Private Limited,Chennai,2,5000,9 Feb' 22,Be an early applicant,,"Certificate , ",2,1,Marketing
4020,39457342,Human Resources (HR),UpUgo,Bangalore,3,3000,4 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , ",1,0,Human Resources
4021,10217712,Content Writing,THARUNI,Work From Home,2,3000,9 Feb' 22,93 applicants,"Creative Writing , English Proficiency (Written) , ","Certificate , Flexible work hours , 5 days a week , ",2,0,Content Writing
4022,65084656,Brand Management,Demould,Delhi,4,6000,2 Feb' 22,27 applicants,"Project Management , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",1,0,Marketing
4023,28382356,Graphic Design,Sosocial International Private Limited,Work From Home,1,6000,4 Feb' 22,98 applicants,"Adobe Illustrator , Adobe Indesign , Adobe Photoshop , Adobe Premiere Pro , Autodesk Maya , Blender 3D , ","Certificate , Letter of recommendation , ",2,0,Graphic Design
4024,83603692,Digital Marketing,Dreamz Unlimited,Mumbai,6,3000,7 Feb' 22,Be an early applicant,"Digital Art , Digital Marketing , DigitalOcean , Digital Signal Processing , ","Certificate , Letter of recommendation , Flexible work hours , ",4,0,Marketing
4025,51760930,Marketing,IIIRPD,Hyderabad,4,2500,10 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , 5 days a week , ",4,0,Marketing
4026,1583922,Online Instructor (Ethical Hacking),1stMentor,Work From Home,2,7000,7 Feb' 22,Be an early applicant,"Ethical Hacking , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Computer Science
4027,50020356,Business Development (Sales),Astrople Technology Solutions LLP,Work From Home,1,1000,10 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , 5 days a week , ",1,0,Marketing
4028,40328950,Human Resources (HR),Eduvanz Financing Private Limited,Mumbai,3,10000,3 Feb' 22,46 applicants,"MS-Excel , MS-Office , MS-PowerPoint , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Human Resources
4029,96403042,Digital Marketing,Oblige IT Solutions India Private Limited,Hyderabad,6,7000,1 Feb' 22,Be an early applicant,,"Job offer , ",4,0,Marketing
4030,983172,Web Development,Decure Connect Private Limited,Mumbai,6,15000,9 Feb' 22,49 applicants,"Bootstrap , CSS , HTML , JavaScript , jQuery , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",1,0,Computer Science
4031,12281620,Social Media Marketing,Setu Design Studio,Delhi,4,9000,7 Feb' 22,Be an early applicant,,"Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Content Writing
4032,12982,Account Management,SkillCounty,Work From Home,3,5000,11 Feb' 22,204 applicants,"Client Relationship , English Proficiency (Spoken) , English Proficiency (Written) , Recruitment , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",3,0,Commerce
4033,845580,Internet Of Things (IoT),ETechCube,Work From Home,6,5000,9 Feb' 22,48 applicants,"C++ Programming , Docker Products , Golang , Internet of Things (IoT) , Kubernetes , Linux , Microsoft Azure , Python , REST API , Unix , ","Certificate , Letter of recommendation , ",10,0,Computer Science
4034,6297690,Web Development,Dailyonlineoffer,Work From Home,6,3000,5 Feb' 22,29 applicants,"Adobe Photoshop , CSS , HTML , JavaScript , PHP , WordPress , ","Certificate , Letter of recommendation , ",4,0,Computer Science
4035,117494860,Personal Assistance,Tibarumal Gems & Jewels,Hyderabad,3,15000,11 Feb' 22,Be an early applicant,"English Proficiency (Written) , Telugu Proficiency (Spoken) , ","Certificate , Letter of recommendation , Free snacks & beverages , Job offer , ",1,0,Marketing
4036,27490,Accounts,LukUp,Work From Home,3,10000,8 Feb' 22,552 applicants,"Accounting , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , Tally , ","Certificate , ",5,0,Commerce
4037,45447922,Law/Legal,LegalSeva,Work From Home,2,1000,10 Feb' 22,128 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , MS-Word , Research and Analytics , ","Certificate , Letter of recommendation , Flexible work hours , ",5,0,Law
4038,49695550,Marketing,Flyvheel Digital Solutions Private Limited,Pune,3,10000,11 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , 5 days a week , ",5,0,Marketing
4039,96973356,Digital Marketing,Wabi Tech,Work From Home,1,1200,1 Feb' 22,53 applicants,,"Certificate , Flexible work hours , ",5,0,Marketing
4040,119607132,Digital Marketing,GetMyUni,Work From Home,3,10000,7 Mar' 22,62 applicants,"Google AdWords , Search Engine Marketing (SEM) , ","Certificate , Letter of recommendation , Job offer , ",2,0,Marketing
4041,21192312,Graphic Design,Motion Dime Private Limited,Work From Home,3,8000,12 Feb' 22,40 applicants,"Adobe Illustrator , Adobe Indesign , Adobe Photoshop , ","Certificate , Letter of recommendation , ",4,0,Graphic Design
4042,72071710,Business Development (Sales),School Of Accelerated Learning,Work From Home,2,1000,29 Jan' 22,119 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",10,1,Marketing
4043,96069502,Social Media Marketing,Reboot Digital,Work From Home,4,8000,1 Feb' 22,171 applicants,"Copywriting , Digital Marketing , Social Media Marketing , ","Certificate , Flexible work hours , Job offer , ",1,0,Marketing
4044,901650,Website Management (WordPress),Happy Life Foundation,Work From Home,2,0,9 Feb' 22,38 applicants,"WordPress , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",4,0,Computer Science
4045,21109530,Graphic Design,Topfilings,Work From Home,6,4000,12 Feb' 22,32 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",1,1,Graphic Design
4046,114822040,Operations,Atreya Infracon Projects LLP,Ahmedabad,3,8000,11 Feb' 22,Be an early applicant,,,1,0,Marketing
4047,14216770,Content Writing (English Literature-Scripting),Sunokitaab Education,Work From Home,1,5000,3 Feb' 22,240 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , Storyboarding , ","Certificate , Letter of recommendation , Flexible work hours , ",2,1,Content Writing
4048,6282642,Dart/Flutter App Development,RedCarpetUp,Work From Home,4,15000,3 Feb' 22,119 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",2,0,Computer Science
4049,26086656,Graphic Design,Grabnit Foods Private Limited,Work From Home,3,1000,7 Feb' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Graphic Design
4050,8125450,Social Media Marketing,Goodera,Work From Home,3,10000,11 Feb' 22,113 applicants,"Creative Writing , Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Content Writing
4051,36006100,Human Resources (HR),Confluence Educational Services Private Limited,Hyderabad,3,15000,9 Feb' 22,Be an early applicant,"Creative Writing , ","Certificate , Letter of recommendation , Free snacks & beverages , ",2,0,Human Resources
4052,70568500,Business Development (Sales),Dr. Oils (Nstrength Private Limited),Work From Home,1,1000,31 Jan' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",2,1,Marketing
4053,132100642,Video Making/Editing And Basic Animation,Regional Institute For Education Development & Health (RIEDH),Work From Home,1,2000,1 Feb' 22,29 applicants,"Adobe Photoshop , Adobe Premiere Pro , ","Certificate , Letter of recommendation , ",2,1,Volunteering
4054,87506770,Digital Marketing,Ashwamedham Development Foundation,Work From Home,1,1000,5 Feb' 22,56 applicants,"Digital Marketing , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",20,1,Marketing
4055,91843572,Digital Marketing,Janit Yadav,Work From Home,3,1000,3 Feb' 22,Be an early applicant,"Digital Marketing , ","Flexible work hours , ",2,0,Marketing
4056,19771462,Embedded Systems,PNT Robotics & Automation Solutions LLP,Thane,6,6000,1 Feb' 22,Be an early applicant,"Arduino , Circuit Design , Internet of Things (IoT) , Linux , Machine Learning , PCB Design , Python , Raspberry Pi , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",2,0,Electronics
4057,33576330,Human Resources (HR),Team Management Services,Mumbai,6,4000,12 Feb' 22,Be an early applicant,"MS-Excel , Report Writing , ","Certificate , Letter of recommendation , ",4,0,Human Resources
4058,87975120,Social Media Marketing,Sezy,Work From Home,3,4000,5 Feb' 22,72 applicants,"Digital Marketing , Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",3,0,Marketing
4059,19896160,Electronics Engineering,Research Intern,Pune,6,10000,16 Feb' 22,181 applicants,"Arduino , ARM Microcontroller , Internet of Things (IoT) , PCB Design , PCB Soldering , Raspberry Pi , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",2,0,Electronics
4060,74313120,Digital Marketing,Scoopearth,Work From Home,3,3000,11 Feb' 22,Be an early applicant,"Search Engine Optimization (SEO) , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
4061,6277630,Software Testing & QA Engineering,RedCarpetUp,Work From Home,6,15000,3 Feb' 22,194 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",2,0,Computer Science
4062,111820150,Client Servicing,Zoopero Marketing Private Limited,Pune,6,10000,12 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Job offer , ",5,0,Marketing
4063,43870852,Human Resources (HR),Vacancy Factor,Jaipur,6,5000,31 Jan' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , ","Letter of recommendation , Job offer , ",2,0,Human Resources
4064,1242210,iOS App Development,Senpiper Technologies,Work From Home,4,20000,8 Feb' 22,72 applicants,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,0,Computer Science
4065,48198406,Business Development (Sales),Spyne,Gurgaon,3,8000,11 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , ",1,0,Marketing
4066,93538012,Digital Marketing,LegalRaasta Technologies Private Limited,Delhi,4,4000,2 Feb' 22,Be an early applicant,"Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Search Engine Optimization (SEO) , Subject Matter Expert (SME) , ","Certificate , Letter of recommendation , Informal dress code , ",1,0,Marketing
4067,89202,Web Development,WebsCruise,Work From Home,2,4000,12 Feb' 22,101 applicants,"Bootstrap , CSS , HTML , JavaScript , PHP , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Computer Science
4068,2807400,Web Development,Reboot Marketing,Siliguri,6,12000,9 Feb' 22,Be an early applicant,"LARAVEL , PHP , REST API , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",5,0,Computer Science
4069,11205856,Content Writing,Sportz Interactive,Thane,3,14000,8 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Social Media Marketing , ",,4,0,Content Writing
4070,38075170,Human Resources (HR),Techneer Ventures Private Limited,Indore,1,3000,7 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , Recruitment , ","Certificate , Letter of recommendation , ",10,0,Human Resources
4071,7483060,Data Science,Society For Health And Medical Technology,Work From Home,6,0,4 Feb' 22,145 applicants,"Data Science , Machine Learning , Python , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",5,0,Computer Science
4072,32143330,Graphic Design,Voxelwerks 3D Solutions Private Limited,Noida,4,7000,31 Jan' 22,Be an early applicant,"3ds Max , Adobe After Effects , Adobe Illustrator , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe Premiere Pro , Animation , Blender 3D , CorelDRAW , KeyShot , Video Editing , Video Making , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",1,0,Graphic Design
4073,91575430,Social Media Marketing,Artykite,Work From Home,6,2000,3 Feb' 22,Be an early applicant,"Digital Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,1,Marketing
4074,24885232,Graphic Illustrations,Sakshi,Work From Home,6,3000,8 Feb' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , Autodesk SketchBook , CorelDRAW , UI & UX Design , ","Certificate , Letter of recommendation , ",1,0,Graphic Design
4075,107464422,Content Writing,Aimeee Private Limited,Work From Home,2,4000,13 Feb' 22,95 applicants,"Blogging , Creative Writing , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",5,0,Marketing
4076,60520720,Business Development (Sales),Mentogram,Work From Home,2,5000,4 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , MS-PowerPoint , ","Certificate , Letter of recommendation , Flexible work hours , ",10,1,Marketing
4077,92284942,Digital Marketing,Pioneer Smart Innovate,Gurgaon,6,6000,3 Feb' 22,Be an early applicant,"Adobe Photoshop , Digital Marketing , Social Media Marketing , ",,2,0,Marketing
4078,18710050,Creative Writing,Medius Technologies Private Limited,Mumbai,3,8000,31 Jan' 22,42 applicants,"Creative Writing , ",,2,0,Content Writing
4079,17409856,Content Writing,Techknowten Technologies,Noida,3,10000,31 Jan' 22,Be an early applicant,"Blogging , Social Media Marketing , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , ",1,0,Content Writing
4080,62323230,Marketing,iobot Technologies Private Limited,Work From Home,3,5000,3 Feb' 22,37 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
4081,20707150,Finance,Heramb Finerv,Mumbai,6,5000,1 Feb' 22,118 applicants,"MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Free snacks & beverages , ",2,0,Finance
4082,51976990,Business Development (Sales),Universal Tribes,Work From Home,1,1000,10 Feb' 22,Be an early applicant,"MS-Excel , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , ",20,1,Marketing
4083,68484000,Business Development (Sales),Pesofts,Work From Home,3,4000,31 Jan' 22,Be an early applicant,"English Proficiency (Spoken) , Hindi Proficiency (Spoken) , Salesforce , ","Certificate , Letter of recommendation , ",2,1,Marketing
4084,85183770,Digital Marketing,AddtoGoogle,Work From Home,3,5000,7 Feb' 22,Be an early applicant,"Google AdWords , Search Engine Optimization (SEO) , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , ",6,0,Marketing
4085,4424812,Mobile App Development,Krash IT Services,Work From Home,3,2000,2 Feb' 22,Be an early applicant,"Android , Flutter , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Computer Science
4086,28478332,Graphic Design,Adwizers,Delhi,6,6500,3 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Creative Suite , Adobe Flash , Adobe Illustrator , Adobe Photoshop , English Proficiency (Spoken) , Social Media Marketing , Video Editing , ","Certificate , Letter of recommendation , Job offer , ",5,0,Graphic Design
4087,60442950,Business Development (Sales),LBD Robotics Private Limited,Aligarh,3,10000,4 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , MS-Word , Salesforce , ","Certificate , ",1,0,Marketing
4088,14133940,Content Writing,Brewed Media,Work From Home,3,5000,3 Feb' 22,70 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , ",2,0,Content Writing
4089,125205010,Nutrition,Zyla Health,Work From Home,1,15000,10 Feb' 22,158 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Marathi Proficiency(Spoken) , ","Certificate , Letter of recommendation , 5 days a week , ",1,0,Science
4090,3376506,Java Development,Liberin Technologies Private Limited,Noida,6,5000,3 Feb' 22,57 applicants,"AJAX , AngularJS , CSS , Data Analytics , Data Structures , Hibernate (Java) , HTML , Java , jQuery , JSON , MySQL , ReactJS , Robotic Process Automation (RPA) , Software Testing , Spring MVC , Vue Js , Web Application Security , ","Certificate , Letter of recommendation , 5 days a week , Job offer , ",6,0,Computer Science
4091,85886656,Search Engine Optimization (SEO),Brainex Media,Work From Home,3,3000,7 Feb' 22,111 applicants,,"Certificate , Flexible work hours , ",2,0,Marketing
4092,91747762,Digital Marketing,Linclogy,Indore,3,5000,3 Feb' 22,Be an early applicant,,"Certificate , 5 days a week , ",4,0,Marketing
4093,118799200,Technical Pre Sales,Sri Technocrat,Work From Home,6,10000,11 Feb' 22,26 applicants,,"Certificate , Letter of recommendation , Flexible work hours , Job offer , ",5,0,Marketing
4094,32609910,Graphic Design,My Story,Work From Home,6,0,30 Jan' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",20,0,Graphic Design
4095,369156,Mobile App Development,Flaxen Infosoft,Indore,3,3000,11 Feb' 22,Be an early applicant,"Firebase , Java , MS SQL Server , ","Certificate , Letter of recommendation , ",10,0,Computer Science
4096,64762356,Business Development Analysis,GoMassive,Delhi,6,20000,2 Feb' 22,43 applicants,"Bootstrap , English Proficiency (Written) , MS-PowerPoint , Salesforce , ","Certificate , Letter of recommendation , ",2,0,Marketing
4097,49512432,Marketing,HealthifyMe,Bangalore,2,20000,11 Feb' 22,38 applicants,,"Certificate , Flexible work hours , Informal dress code , Free snacks & beverages , ",2,0,Marketing
4098,1195842,Web Development,Karewise,Work From Home,6,7500,8 Feb' 22,29 applicants,"CSS , HTML , JavaScript , Node.js , ReactJS , React Native , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Computer Science
4099,53180656,Counseling,Admission Guru,Work From Home,2,8000,9 Feb' 22,94 applicants,"English Proficiency (Spoken) , Internet of Things (IoT) , ","Certificate , Flexible work hours , ",12,0,Marketing
4100,45138342,Research (Economics),Yali Mobility Private Limited,Chennai,2,3500,3 Feb' 22,Be an early applicant,"Python , R Programming , SPSS , ","Certificate , Letter of recommendation , Informal dress code , ",1,0,Humanities
4101,68865202,Business Development (Sales),Crazyholic Entertainment Private Limited,Mumbai,3,4000,30 Jan' 22,Be an early applicant,"Adobe Photoshop , Digital Marketing , MS-PowerPoint , Social Media Marketing , ","Job offer , ",2,0,Marketing
4102,106719330,Business Development (Sales),MandatoryTrendz,Work From Home,1,10000,13 Feb' 22,27 applicants,"English Proficiency (Spoken) , Hindi Proficiency (Spoken) , ","Certificate , Letter of recommendation , Flexible work hours , ",20,0,Marketing
4103,20137756,Business Analysis,Dynamic Orbits Consultants Private Limited,Gurgaon,3,5000,11 Feb' 22,61 applicants,"MS-Excel , MS-PowerPoint , ","Certificate , Letter of recommendation , 5 days a week , Free snacks & beverages , Job offer , ",2,0,Finance
4104,25860,Accounts,Marks And Signs,Kozhikode,4,8000,8 Feb' 22,Be an early applicant,"Accounting , MS-Excel , MS-Office , Tally , ",,2,0,Commerce
4105,41512,Chartered Accountancy (CA),Pratik Dixit & Co.,Ahmedabad,12,2000,3 Feb' 22,Be an early applicant,"Accounting , ","Letter of recommendation , Informal dress code , ",2,0,Commerce
4106,42035872,Human Resources (HR),Mobio Solutions,Ahmedabad,6,5000,1 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Human Resources
4107,15527640,Content Writing,SEOMantra.Pro,Work From Home,1,1500,2 Feb' 22,84 applicants,,"Certificate , Flexible work hours , ",20,0,Content Writing
4108,61960612,Marketing,OTOQual Technologies,Pune,3,10000,3 Feb' 22,Be an early applicant,"Email Marketing , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , ",3,0,Marketing
4109,37252812,Human Resources (HR),AA Consultants,Work From Home,2,1000,8 Feb' 22,37 applicants,,"Certificate , Letter of recommendation , 5 days a week , ",9,1,Human Resources
4110,24339522,Graphic Design,W3Dev,Work From Home,3,5000,9 Feb' 22,31 applicants,"Adobe Photoshop , UI & UX Design , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Graphic Design
4111,8611390,Content Writing (Science),Arinjay Academy,Work From Home,1,2500,11 Feb' 22,54 applicants,"Digital Marketing , English Proficiency (Written) , ","Certificate , 5 days a week , ",2,0,Content Writing
4112,3292510,Front End Development (React Native),Sheeko,Work From Home,3,25000,3 Feb' 22,122 applicants,"ReactJS , React Native , ",,1,0,Computer Science
4113,5931760,Web Development,Stirring Minds,Delhi,6,5000,31 Jan' 22,169 applicants,"WordPress , ","Certificate , Letter of recommendation , Flexible work hours , ",5,0,Computer Science
4114,1514230,Web Development,SwasthAham,Work From Home,3,1000,7 Feb' 22,35 applicants,".NET , AngularJS , HTML , JavaScript , WordPress , ","Certificate , Flexible work hours , ",5,0,Computer Science
4115,100070112,Digital Marketing,DG Passion,Work From Home,3,7000,31 Jan' 22,44 applicants,"Adobe Photoshop , Social Media Marketing , ","Certificate , ",1,0,Marketing
4116,9281262,Content Writing,EduThrill,Work From Home,6,12000,10 Feb' 22,59 applicants,"Creative Writing , Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Search Engine Optimization (SEO) , Social Media Marketing , ","5 days a week , ",5,0,Content Writing
4117,32552830,Graphic Design,AppAvengers,Work From Home,1,1000,30 Jan' 22,92 applicants,"Adobe Photoshop , UI & UX Design , User Interface (UI) Development , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Graphic Design
4118,123799102,Teaching (Robotics),Fezelearn Edtech,Work From Home,1,5000,3 Feb' 22,120 applicants,"Robotic Process Automation (RPA) , Robotics , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Mechanical
4119,59930922,Marketing,Keshav Industries Private Limited,Jabalpur,1,7000,4 Feb' 22,Be an early applicant,,"Certificate , Informal dress code , ",15,0,Marketing
4120,109380322,Operations,Imarticus Learning Private Limited,Delhi,6,8000,12 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , ","Certificate , Flexible work hours , Informal dress code , ",1,0,Marketing
4121,15908232,Content Writing,Kormoan Private Limited,Delhi,4,8000,2 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Written) , MS-PowerPoint , MS-Word , Report Writing , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Job offer , ",1,0,Content Writing
4122,18075352,Content Writing,Aglasem,Work From Home,3,1000,29 Jan' 22,87 applicants,"English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",20,0,Content Writing
4123,37350532,Human Resources (HR),Reveation Labs,Work From Home,4,7000,8 Feb' 22,52 applicants,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Human Resources
4124,46628512,Business Development (Sales),Times Internet,Work From Home,6,7000,4 Feb' 22,522 applicants,"MS-Excel , MS-Office , ","Certificate , 5 days a week , ",4,0,Marketing
4125,55703932,Business Development (Sales),Ccube Communication,Nagpur,6,5000,8 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , MS-PowerPoint , ","Certificate , Letter of recommendation , Job offer , ",1,0,Marketing
4126,38495920,Human Resources (HR),Essence Studios,Faridabad,6,6000,5 Feb' 22,27 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Human Resources
4127,10847242,Content Writing,Kremedine Cancer Care Foundation,Work From Home,4,0,8 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",10,0,Content Writing
4128,16277290,Content Writing,Millionify.com,Work From Home,6,5000,1 Feb' 22,Be an early applicant,"English Proficiency (Written) , ","Certificate , 5 days a week , ",2,0,Content Writing
4129,7428450,Web Development,RSP Learning Foundation,Work From Home,2,0,7 Feb' 22,47 applicants,"HTML , MS-Office , Video Editing , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Computer Science
4130,18408490,Content Writing,Dreamyflies,Work From Home,3,1000,31 Jan' 22,33 applicants,"Blogging , Creative Writing , English Proficiency (Written) , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , ",5,0,Content Writing
4131,18787990,Content Editing,Gohash Travel Private Limited,Bangalore,6,20000,12 Feb' 22,36 applicants,"MS-Excel , MS-Word , ",,2,0,Content Writing
4132,130587856,Teaching,Infrastructure Skill Development Academy (ISDA),Palwal,6,16000,5 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , ",1,0,Volunteering
4133,15035106,Content Writing,SEO DESIGNS,Delhi,3,7500,2 Feb' 22,Be an early applicant,"Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Informal dress code , ",2,0,Content Writing
4134,38508330,Human Resources (HR),Blackcoffer,Work From Home,6,5000,5 Feb' 22,154 applicants,"English Proficiency (Spoken) , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Human Resources
4135,52787590,Business Development (Sales),Vitorscape Technologies,Mumbai,6,10000,9 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",4,1,Marketing
4136,56738656,Marketing,Brandigo LLP,Navi Mumbai,2,8000,7 Feb' 22,Be an early applicant,"MS-Excel , MS-PowerPoint , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
4137,47327620,Business Development (Sales),Own Everything Finance Private Limited,Work From Home,1,1000,12 Feb' 22,Be an early applicant,"Bengali Proficiency (Spoken) , Digital Marketing , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",5,1,Marketing
4138,22595862,Graphic Design,BINHEX AI TECHNOLOGIES PRIVATE LIMITED,Work From Home,3,20000,10 Feb' 22,66 applicants,,,5,0,Graphic Design
4139,23877982,Graphic Design,Make Me Trendy Internet Private Limited,Noida,3,5000,9 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Creative Suite , Adobe Illustrator , Adobe Indesign , Adobe Photoshop , Adobe Premiere Pro , CorelDRAW , UI & UX Design , Video Editing , ","Certificate , Informal dress code , ",1,0,Graphic Design
4140,735406,Web Development,TheCodeWork,Work From Home,6,18000,9 Feb' 22,64 applicants,"JavaScript , LARAVEL , PHP , Vue Js , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,1,Computer Science
