id,protected,Title,Company,Location,Duration,Stipend_per_month,Apply By,Applicants,Skills Required,Perks,Number of Openings,Incentives,Category
6518,39495040,Human Resources (HR),Society For Health And Medical Technology,Work From Home,5,0,4 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",10,0,Human Resources
6519,30200620,Graphic Design,Travalate,Jaipur,2,8000,2 Feb' 22,Be an early applicant,"Adobe Photoshop , Fashion Designing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",1,0,Graphic Design
6520,28000072,Graphic Design,W3Squad Technology Solutions LLP,Chennai,3,6000,4 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Photoshop , ","Certificate , Letter of recommendation , Informal dress code , Free snacks & beverages , ",2,0,Graphic Design
6521,3234702,React JS Development,Solera Life Science Private Limited,Work From Home,6,15000,3 Feb' 22,100 applicants,"ReactJS , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Computer Science
6522,27076512,Graphic Design,335TH,Work From Home,1,5000,5 Feb' 22,81 applicants,"Adobe Illustrator , Adobe Indesign , Adobe Photoshop , Adobe Photoshop Lightroom CC , ","Certificate , Letter of recommendation , ",1,0,Graphic Design
6523,67691856,Marketing,Cygnus Marketing,Work From Home,1,2000,31 Jan' 22,67 applicants,,"Flexible work hours , ",20,0,Marketing
6524,25477356,Graphic Design,BeTheReason Foundation,Work From Home,3,0,7 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Graphic Design
6525,41493022,Human Resources (HR),The Prodigious People,Work From Home,2,5000,2 Feb' 22,235 applicants,"MS-Excel , MS-Office , MS-PowerPoint , ","Certificate , Letter of recommendation , Flexible work hours , ",5,0,Human Resources
6526,74589232,Digital Marketing,Nextwebi IT Solutions Private Limited,Bangalore,6,8000,11 Feb' 22,Be an early applicant,"Digital Marketing , ","Certificate , Letter of recommendation , ",2,0,Marketing
6527,65699230,Marketing,Fail2pass,Mumbai,3,5000,22 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , ",5,0,Marketing
6528,5567340,Backend Development,Imates Technology Private Limited,Work From Home,3,12000,31 Jan' 22,35 applicants,"Amazon Web Server (AWS) , Node.js , PostgreSQL , TypeScript , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Computer Science
6529,116953510,Business Development (Sales),WareIQ,Amritsar,3,20000,11 Feb' 22,42 applicants,,"Certificate , Letter of recommendation , ",20,0,Marketing
6530,13355470,Blogging,Vouch Digital,Work From Home,6,6000,4 Feb' 22,91 applicants,"Blogging , English Proficiency (Written) , ","Letter of recommendation , Flexible work hours , ",1,0,Content Writing
6531,49737856,Marketing,AJ Talent Acquisition,Chandigarh,6,18000,11 Feb' 22,Be an early applicant,".NET , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , MS-Office , ",,20,0,Marketing
6532,1655182,Mobile App Development,Plan My Health,Mumbai,2,3000,7 Feb' 22,Be an early applicant,"Flutter , HTML , PHP , React Native , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",3,0,Computer Science
6533,110554810,Operations,Vplak,Gurgaon,3,8000,12 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",3,0,Marketing
6534,19762570,Robotics,HoloSuit,Mysuru,6,50000,2 Feb' 22,28 applicants,".NET , Algorithms , C# , Data Structures , Python , Robotics , ",,1,0,Electronics
6535,4569006,Mobile App Development,Khairnar Technologies Private Limited,Pune,3,3000,1 Feb' 22,Be an early applicant,"Android , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Free snacks & beverages , ",10,0,Computer Science
6536,46070256,Law/Legal,EKI Energy Services Limited,Indore,3,5000,4 Feb' 22,33 applicants,"MS-Excel , MS-PowerPoint , ","Certificate , Informal dress code , 5 days a week , ",1,0,Law
6537,126191622,Subject Matter Expert (Statistics - Graduation),XpertHub Solutions,Work From Home,3,10000,5 Feb' 22,33 applicants,"Online Teaching , ","Certificate , Flexible work hours , ",10,1,Science
6538,96147930,Digital Marketing,AppVersal,Work From Home,1,2000,1 Feb' 22,71 applicants,"Digital Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",5,0,Marketing
6539,106781322,Digital Marketing,Startup Story Media,Work From Home,4,3000,13 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",6,0,Marketing
6540,47534230,Marketing,Coding Junior,Work From Home,2,3000,12 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , ",5,0,Marketing
6541,97545352,Digital Marketing,The Quoteship,Lucknow,6,5000,1 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , 5 days a week , ",1,0,Marketing
6542,73350760,Digital Marketing,Vorombetech Solutions,Work From Home,6,10000,12 Feb' 22,28 applicants,"Creative Writing , Digital Marketing , Email Marketing , Facebook Marketing , Search Engine Optimization (SEO) , Social Media Marketing , ","5 days a week , ",5,0,Marketing
6543,51144052,Marketing,AICA Energy,Kollam,3,7000,10 Feb' 22,Be an early applicant,"English Proficiency (Written) , MS-Excel , ","Certificate , Flexible work hours , ",7,0,Marketing
6544,928432,Software Development,Aparev Capital Private Limited,Chennai,6,10000,9 Feb' 22,80 applicants,".NET , Java , JavaScript , MySQL , Node.js , Python , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , ",10,0,Computer Science
6545,36150256,Human Resources (HR),4B Network Private Limited,Mumbai,3,15000,9 Feb' 22,44 applicants,,"Flexible work hours , ",3,0,Human Resources
6546,23838906,Graphic Design,Sygnific Careers Private Limited,Bhopal,2,5000,9 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Creative Suite , Adobe Illustrator , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe Premiere Pro , CorelDRAW , UI & UX Design , Video Editing , ","Certificate , Flexible work hours , Informal dress code , ",1,0,Graphic Design
6547,19840,Chartered Accountancy (CA),Gaurav Gada,Mumbai,36,3000,9 Feb' 22,Be an early applicant,"Accounting , MS-Excel , Tally , ","Certificate , ",5,0,Commerce
6548,118320106,Assistance General Management,Badlav Seva Samiti (NGO),Lucknow,2,0,11 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Hindi Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , ",10,0,Marketing
6549,79325842,Digital Marketing,Kuatech Services,Hyderabad,6,10000,9 Feb' 22,Be an early applicant,"Digital Marketing , Google AdWords , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , ",1,0,Marketing
6550,48115132,Marketing,PALFTEC Research And Development Private Limited,Work From Home,1,1000,11 Feb' 22,27 applicants,"Digital Marketing , Email Marketing , Engineering Surveying , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , MS-Excel , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , ",2,1,Marketing
6551,42804406,Human Resources (HR),EmpRyts - Employee Rights,Delhi,6,10000,31 Jan' 22,37 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Recruitment , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,0,Human Resources
6552,27494392,Graphic Design,Ceedmy.com,Work From Home,2,1000,5 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Photoshop , Blogging , CorelDRAW , Creative Writing , Facebook Marketing , Machine Learning , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Graphic Design
6553,19638292,Electronics/Electrical (Field Support),Saltriver Infosystems Private Limited,Mathura,4,5000,4 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , ",1,0,Electronics
6554,95912742,Social Media Marketing,Reach Technologies,Work From Home,1,5000,2 Feb' 22,135 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",5,0,Marketing
6555,165342,Mobile App Development,Gopali Youth Welfare Society,Work From Home,2,0,12 Feb' 22,27 applicants,"Android , React Native , REST API , ","Certificate , Flexible work hours , 5 days a week , ",8,0,Computer Science
6556,67445256,Admissions Counseling (UPSC IAS),Thinking Tree Learnings Private Limited,Delhi,3,12000,31 Jan' 22,Be an early applicant,,"Certificate , Letter of recommendation , Job offer , ",1,0,Marketing
6557,84575712,Social Media Marketing,Harmonious Children’s Rehabilitation Association (HCRA),Work From Home,2,1000,7 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",4,0,Marketing
6558,93016480,Social Media Marketing,Web Ratna LLP,Nadiad,3,5000,2 Feb' 22,Be an early applicant,"Digital Marketing , Facebook Marketing , Instagram Marketing , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Flexible work hours , Informal dress code , 5 days a week , ",2,0,Marketing
6559,98893180,Digital Marketing,Travoinspire,Work From Home,2,5000,31 Jan' 22,Be an early applicant,"Adobe After Effects , Adobe Creative Suite , Adobe Dreamweaver , Adobe Photoshop , Adobe Premiere Pro , Digital Marketing , Search Engine Optimization (SEO) , Social Media Marketing , Video Editing , Video Making , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Marketing
6560,83457460,Social Media Marketing,DeeYin Corporation,Work From Home,2,3000,7 Feb' 22,38 applicants,,,2,0,Marketing
6561,67807090,Campus Ambassador,We Avec U Organization,Work From Home,3,Unknown,31 Jan' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",20,0,Marketing
6562,19355700,Embedded Systems Development,Lazy Idli Private Limited,Bangalore,3,15000,10 Feb' 22,Be an early applicant,"Arduino , ARM Microcontroller , Circuit Design , C Programming , Embedded Systems , GitHub , Internet of Things (IoT) , Raspberry Pi , ","Certificate , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",2,0,Electronics
6563,27588856,Graphic Design,SAGE Sustainability,Work From Home,3,5000,5 Feb' 22,30 applicants,"Adobe Creative Suite , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Graphic Design
6564,232,Architecture,Architecture Plus Design Lab,Ranchi,5,5000,11 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",1,0,Architecture
6565,22662460,Graphic Design,KENZEN VENTURES PRIVATE LIMITED,Work From Home,3,5000,10 Feb' 22,67 applicants,"Adobe Illustrator , Adobe Photoshop , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,0,Graphic Design
6566,1386606,Web Development (React JS),Finetic Digital Interactive,Work From Home,4,12000,13 Feb' 22,85 applicants,"JavaScript , ReactJS , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Computer Science
6567,8199732,Content Writing,Plants N You,Work From Home,2,5000,11 Feb' 22,189 applicants,"Blogging , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , 5 days a week , ",2,0,Content Writing
6568,41880412,Human Resources (HR),Koderbox Technologies Private Limited,Work From Home,3,5000,1 Feb' 22,88 applicants,"MS-Excel , MS-PowerPoint , MS-Word , Recruitment , ","Certificate , Flexible work hours , 5 days a week , ",1,0,Human Resources
6569,38794312,Human Resources (HR),VQMS Private Limited,Delhi,3,2000,5 Feb' 22,53 applicants,"Computer Networking , English Proficiency (Spoken) , Event Management , ","Certificate , Letter of recommendation , Job offer , ",5,0,Human Resources
6570,84980842,Digital Marketing,VDomin8,Work From Home,3,3000,7 Feb' 22,Be an early applicant,"Adobe Photoshop , Digital Marketing , Social Media Marketing , ","Certificate , Flexible work hours , ",2,1,Marketing
6571,8937210,Content Writing,MarketingZilla,Surat,6,10000,11 Feb' 22,Be an early applicant,"Blogging , Creative Writing , Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Informal dress code , Free snacks & beverages , ",2,0,Content Writing
6572,83786662,Digital Marketing,Specrio Technologies Private Limited,Work From Home,6,7500,7 Feb' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , Audio Editing , Audio Making , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Figma , Google AdWords , Google Analytics , Search Engine Marketing (SEM) , Video Editing , ","Certificate , Letter of recommendation , ",2,0,Marketing
6573,50658906,Marketing,AltCtrlFix IT Solutions Private Limited,Work From Home,3,3333.333333,10 Feb' 22,Be an early applicant,"American English , Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",5,1,Marketing
6574,49147210,Business Development (Sales),Fitness Bite,Work From Home,2,15000,11 Feb' 22,70 applicants,"English Proficiency (Spoken) , ","Certificate , Letter of recommendation , ",6,0,Marketing
6575,97269006,Digital Marketing,Construct My Designs,Work From Home,3,5000,1 Feb' 22,Be an early applicant,"Digital Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , ","Letter of recommendation , Flexible work hours , ",1,0,Marketing
6576,79700356,Social Media Marketing,KCD NEXT,Mumbai,6,10000,9 Feb' 22,Be an early applicant,"Creative Writing , Digital Marketing , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Free snacks & beverages , ",2,0,Marketing
6577,2075140,Software Testing,Relinns Technologies,Mohali,6,7000,5 Feb' 22,Be an early applicant,,"Certificate , Flexible work hours , ",2,0,Computer Science
